Id,TestID,Data_LoadImage,Data_LoadTool,Data_LoadTool,Data1_LoadPanel,Data_Input1,Data_Input1,Data_Input1,Data_Input1,Data_LinkPort,Data_Input2,Data_Input2,Data_Input2,Data_Checkpoint,Data_Checkpoint,Data_Checkpoint,Data_Checkpoint,Data_Checkpoint,Data_Checkpoint,Data_Checkpoint,Data_Checkpoint,Data_LinkItem1,Data_Checkpoint,Data_TriggerOne,DataInput1Extend,DataInput1Extend,DataInput1Extend,DataInput1Extend,Data_Input2Extend,Data_Input2Extend,Data_Input2Extend,Data_Number,Data_Time,Data_CheckPoint,Data_CheckPoint,Data_CheckPoint
157,ListEdit_UseCase6_094,Sample Pattern Sort,List Edit,List Edit,Setup,Image List,Take,0,None,Output 2,Image List,Append,None,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,,CheckOutput1Detail,5,,,,,,,,,,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
158,ListEdit_UseCase6_095,Sample Pattern Sort,List Edit,List Edit,Setup,Integer List,Take,0,None,Run Count,Integer List,Append,None,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,,CheckOutput1Detail,5,,,,,,,,,,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
159,ListEdit_UseCase6_096,Sample Pattern Sort,Line Find,List Edit,Setup,Line Segment,Read,None,None,Line Segment,Line Segment List,Append,None,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,Output 2,CheckOutput1Detail,5,Line Segment List,Take,1,None,Line Segment List,Append,None,,,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
160,ListEdit_UseCase6_097,Sample Pattern Sort,None,List Edit,Setup,Origin,Read,None,None,Output Origin Relative To RWC,Origin List,Append,None,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,Output 2,CheckOutput1Detail,5,Origin List,Take,1,None,Origin List,Append,None,,,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
161,ListEdit_UseCase6_098,Sample Bulb,None,List Edit,Setup,Point,Read,None,None,Output Best Origin Relative To RWC.point,Point List,Append,None,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,Output 2,CheckOutput1Detail,5,Point List,Take,1,None,Point List,Append,None,,,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
162,ListEdit_UseCase6_100,Sample Bulb,None,List Edit,Setup,Real,Read,None,None,Output Best Scale,Real List,Append,None,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,Output 2,CheckOutput1Detail,5,Real List,Take,1,None,Real List,Append,None,,,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
163,ListEdit_UseCase6_101,Sample OCR,None,List Edit,Setup,Rectangle,Read,None,None,All Characters Bounding Box,Rectangle List,Append,None,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,Output 2,CheckOutput1Detail,5,Rectangle List,Take,1,None,Rectangle List,Append,None,,,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
164,ListEdit_UseCase6_102,Sample OCR,None,List Edit,Setup,String,Read,None,None,Output String,String List,Append,None,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,Output 2,CheckOutput1Detail,5,String List,Take,1,None,String List,Append,None,,,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
165,ListEdit_UseCase6_103,Sample Pattern Sort,List Edit,List Edit,Setup,Integer,Read,None,None,Run Count,Integer List,Append,None,None,None,None,None,None,None,CheckPassFail,CheckMessage,Output 2,None,1,Integer List,Take,4,None,Integer List,Append,None,,,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
166,ListEdit_UseCase9_105,Sample Bulb,Blob,List Edit,Setup,Blob List,Take,0,None,Output Blob List,Blob List,Insert,0,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,,CheckOutput1Detail,5,,,,,,,,,,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
167,ListEdit_UseCase9_106,Sample OCR,None,List Edit,Setup,Boolean List,Take,0,None,Character Success List,Boolean List,Insert,0,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,,CheckOutput1Detail,5,,,,,,,,,,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
168,ListEdit_UseCase9_108,Sample Pattern Sort,List Edit,List Edit,Setup,Image List,Take,0,None,Output 2,Image List,Insert,0,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,,CheckOutput1Detail,5,,,,,,,,,,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
169,ListEdit_UseCase9_109,Sample Pattern Sort,List Edit,List Edit,Setup,Integer List,Take,0,None,Run Count,Integer List,Insert,0,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,,CheckOutput1Detail,5,,,,,,,,,,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
170,ListEdit_UseCase9_110,Sample Pattern Sort,Line Find,List Edit,Setup,Line Segment,Read,None,None,Line Segment,Line Segment List,Append,None,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,Output 2,CheckOutput1Detail,5,Line Segment List,Take,1,None,Line Segment List,Insert,0,,,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
171,ListEdit_UseCase9_111,Sample Pattern Sort,None,List Edit,Setup,Origin,Read,None,None,Output Origin Relative To RWC,Origin List,Append,None,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,Output 2,CheckOutput1Detail,5,Origin List,Take,1,None,Origin List,Insert,0,,,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
172,ListEdit_UseCase9_112,Sample Bulb,None,List Edit,Setup,Point,Read,None,None,Output Best Origin Relative To RWC.point,Point List,Append,None,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,Output 2,CheckOutput1Detail,5,Point List,Take,1,None,Point List,Insert,0,,,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
173,ListEdit_UseCase9_114,Sample Bulb,None,List Edit,Setup,Real,Read,None,None,Output Best Scale,Real List,Append,None,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,Output 2,CheckOutput1Detail,5,Real List,Take,1,None,Real List,Insert,0,,,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
174,ListEdit_UseCase9_115,Sample OCR,None,List Edit,Setup,Rectangle,Read,None,None,All Characters Bounding Box,Rectangle List,Append,None,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,Output 2,CheckOutput1Detail,5,Rectangle List,Take,1,None,Rectangle List,Insert,0,,,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
175,ListEdit_UseCase9_116,Sample OCR,None,List Edit,Setup,String,Read,None,None,Output String,String List,Append,None,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,Output 2,CheckOutput1Detail,5,String List,Take,1,None,String List,Insert,0,,,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
176,ListEdit_UseCase9_117,Sample Pattern Sort,List Edit,List Edit,Setup,Integer,Read,None,None,Run Count,Integer List,Append,None,None,None,None,None,None,None,CheckPassFail,CheckMessage,Output 2,None,1,Integer List,Take,4,None,Integer List,Insert,0,,,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
177,SenarioTest_337,Sample Pattern Sort,List Edit,List Edit,Setup,Integer,Read,None,None,Run Count,Integer List,Append,None,None,CheckOutput1,None,CheckOutput2,None,None,CheckPassFail,CheckMessage,Output 2,None,1,Integer List,Take,4,None,Integer List,Insert,0,,,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
178,ListEdit_Calibration_003,Sample Pattern Sort,Calibration,List Edit,Setup,Calibration Info,Read,None,None,Calibration Info,Calibration Info,Write,None,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,CheckPassFail,CheckMessage,,CheckOutput1Detail,5,,,,,,,,,,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
179,ListEdit_Calibration_004,Sample Pattern Sort,Calibration,List Edit,Setup,Calibration Info,Read Last,None,None,Calibration Info,Calibration Info List,Write,1,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,,CheckOutput1Detail,5,,,,,,,,,,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
180,ListEdit_Calibration_005,Sample Pattern Sort,List Edit,List Edit,Setup,Calibration Info,Read Last,None,None,Calibration Info,Calibration Info List,Insert,0,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,Output 2,CheckOutput1Detail,5,Calibration Info List,Read,1,None,Calibration Info,Insert,None,,,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
181,ListEdit_Calibration_006,Sample Pattern Sort,List Edit,List Edit,Setup,Calibration Info,Read Last,None,None,Calibration Info,Calibration Info List,Insert,0,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,Output 2,CheckOutput1Detail,5,Calibration Info List,Read,1,None,Calibration Info List,Insert,None,"""True""",,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
182,ListEdit_Calibration_007,Sample Pattern Sort,Calibration,List Edit,Setup,Calibration Info,Read,None,None,Calibration Info,Calibration Info,Insert,None,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,CheckPassFail,CheckMessage,,CheckOutput1Detail,5,,,,,,,,,,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
183,ListEdit_Calibration_008,Sample Pattern Sort,Calibration,List Edit,Setup,Calibration Info,Read,None,None,Calibration Info,Calibration Info List,Insert,None,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,,CheckOutput1Detail,5,,,,,,,,,,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
184,ListEdit_Calibration_009,Sample Pattern Sort,List Edit,List Edit,Setup,Calibration Info,Read Last,None,None,Calibration Info,Calibration Info List,Insert,0,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,Output 2,CheckOutput1Detail,5,Calibration Info List,Read Last,None,None,Calibration Info,Append,None,"""True""",,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
185,ListEdit_Calibration_010,Sample Pattern Sort,List Edit,List Edit,Setup,Calibration Info,Read Last,None,None,Calibration Info,Calibration Info List,Insert,0,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,Output 2,CheckOutput1Detail,5,Calibration Info List,Read Last,None,None,Calibration Info List,Append,None,"""True""",,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
186,ListEdit_Calibration_011,Sample Pattern Sort,Calibration,List Edit,Setup,Calibration Info,Read,None,None,Calibration Info,Calibration Info,Append,None,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,CheckPassFail,CheckMessage,,CheckOutput1Detail,5,,,,,,,,,,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
187,ListEdit_Calibration_012,Sample Pattern Sort,Calibration,List Edit,Setup,Calibration Info,Read,None,None,Calibration Info,Calibration Info List,Append,None,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,,CheckOutput1Detail,5,,,,,,,,,,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
188,ListEdit_Calibration_013,Sample Pattern Sort,List Edit,List Edit,Setup,Calibration Info,Read Last,None,None,Calibration Info,Calibration Info List,Insert,None,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,Output 2,CheckOutput1Detail,5,Calibration Info List,Take,None,None,Calibration Info,Write,1,"""True""",,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
189,ListEdit_Calibration_014,Sample Pattern Sort,List Edit,List Edit,Setup,Calibration Info,Read Last,None,None,Calibration Info,Calibration Info List,Insert,0,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,Output 2,CheckOutput1Detail,5,Calibration Info List,Take Last,None,None,Calibration Info List,Write,1,,,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
190,ListEdit_Calibration_015,Sample Pattern Sort,Calibration,List Edit,Setup,Calibration Info,Take,None,None,Calibration Info,Calibration Info,Append,None,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,CheckPassFail,CheckMessage,,CheckOutput1Detail,5,,,,,,,,,,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
191,ListEdit_Calibration_016,Sample Pattern Sort,Calibration,List Edit,Setup,Calibration Info,Take,None,None,Calibration Info,Calibration Info List,Write,None,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,CheckPassFail,CheckMessage,,CheckOutput1Detail,5,,,,,,,,,,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
192,ListEdit_Calibration_017,Sample Pattern Sort,List Edit,List Edit,Setup,Calibration Info,Read Last,None,None,Calibration Info,Calibration Info List,Insert,0,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,Output 2,CheckOutput1Detail,5,Calibration Info List,Take Last,None,None,Calibration Info,Insert,None,,,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
193,ListEdit_Calibration_018,Sample Pattern Sort,List Edit,List Edit,Setup,Calibration Info,Read Last,None,None,Calibration Info,Calibration Info List,Insert,0,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,Output 2,CheckOutput1Detail,5,Calibration Info List,Take,None,None,Calibration Info List,Insert,None,,,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
194,ListEdit_Calibration_019,Sample Pattern Sort,Calibration,List Edit,Setup,Calibration Info,Take,None,None,Calibration Info,Calibration Info,Insert,None,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,CheckPassFail,CheckMessage,,CheckOutput1Detail,5,,,,,,,,,,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
195,ListEdit_Calibration_020,Sample Pattern Sort,Calibration,List Edit,Setup,Calibration Info,Take,None,None,Calibration Info,Calibration Info List,Insert,None,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,CheckPassFail,CheckMessage,,CheckOutput1Detail,5,,,,,,,,,,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
196,ListEdit_Calibration_021,Sample Pattern Sort,List Edit,List Edit,Setup,Calibration Info,Read Last,None,None,Calibration Info,Calibration Info List,Insert,0,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,Output 2,CheckOutput1Detail,5,Calibration Info List,Take Last,None,None,Calibration Info,Append,None,"""True""",,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
197,ListEdit_Calibration_022,Sample Pattern Sort,List Edit,List Edit,Setup,Calibration Info,Read Last,None,None,Calibration Info,Calibration Info List,Insert,0,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,Output 2,CheckOutput1Detail,5,Calibration Info List,Take,None,None,Calibration Info List,Append,None,,,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
198,ListEdit_Calibration_023,Sample Pattern Sort,Calibration,List Edit,Setup,Calibration Info,Take,None,None,Calibration Info,Calibration Info,Append,None,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,CheckPassFail,CheckMessage,,CheckOutput1Detail,5,,,,,,,,,,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
199,ListEdit_Calibration_024,Sample Pattern Sort,List Edit,List Edit,Setup,Calibration Info,Read Last,None,None,Calibration Info,Calibration Info List,Insert,0,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,Output 2,CheckOutput1Detail,5,Calibration Info List,Delete,1,2,,,,"""True""",,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
200,ListEdit_Calibration_025,Sample Pattern Sort,List Edit,List Edit,Setup,Calibration Info,Read Last,None,None,Calibration Info,Calibration Info List,Insert,0,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,Output 2,CheckOutput1Detail,5,Calibration Info List,Delete,1,2,,,,,,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
201,ListEdit_Calibration_026,Sample Pattern Sort,List Edit,List Edit,Setup,Calibration Info,Read Last,None,None,Calibration Info,Calibration Info List,Insert,0,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,Output 2,CheckOutput1Detail,5,Calibration Info List,Delete Last,None,None,,,,,,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
202,ListEdit_Calibration_027,Sample Pattern Sort,List Edit,List Edit,Setup,Calibration Info,Read Last,None,None,Calibration Info,Calibration Info List,Insert,0,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,Output 2,CheckOutput1Detail,5,Calibration Info List,Read Last,None,None,Calibration Info,Write,None,,,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
203,ListEdit_OCRProperties_002,Sample OCR,None,List Edit,Setup,OCR Font Library,Read,None,None,,OCR Font Library List,Append,None,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,Output 2,CheckOutput1Detail,5,OCR Font Library List,Read,1,None,OCR Font Library List,Write,None,,,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
204,ListEdit_OCRProperties_003,Sample OCR,None,List Edit,Setup,OCR Font Library,Read,None,None,,OCR Font Library List,Append,None,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,Output 2,CheckOutput1Detail,5,OCR Font Library List,Read Last,None,None,OCR Font Library,Write,None,,,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
205,ListEdit_OCRProperties_004,Sample OCR,None,List Edit,Setup,OCR Font Library,Read,None,None,,OCR Font Library List,Write,2,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,Output 2,CheckOutput1Detail,5,,,,,,,,,,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
206,ListEdit_OCRProperties_005,Sample OCR,None,List Edit,Setup,OCR Font Library,Read Last,None,None,,OCR Font Library List,Insert,0,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,Output 2,CheckOutput1Detail,5,OCR Font Library List,Read Last,None,None,OCR Font Library,Insert,None,,,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
207,ListEdit_OCRProperties_006,Sample OCR,None,List Edit,Setup,OCR Font Library,Read,None,None,,OCR Font Library List,Append,None,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,Output 2,CheckOutput1Detail,5,OCR Font Library List,Read,1,None,OCR Font Library List,Insert,None,,,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
208,ListEdit_OCRProperties_007,Sample OCR,None,List Edit,Setup,OCR Font Library,Read,None,None,,OCR Font Library,Insert,None,CheckInput1,CheckOutput1,None,CheckOutput3,CheckInput1Detail,None,CheckPassFail,CheckMessage,Output 2,CheckOutput1Detail,5,,,,,,,,,,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
209,ListEdit_OCRProperties_008,Sample OCR,None,List Edit,Setup,OCR Font Library,Read,None,None,,OCR Font Library List,Insert,None,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,Output 2,CheckOutput1Detail,5,,,,,,,,,,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
210,ListEdit_OCRProperties_009,Sample OCR,None,List Edit,Setup,OCR Font Library,Read Last,None,None,,OCR Font Library List,Insert,0,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,Output 2,CheckOutput1Detail,5,OCR Font Library List,Read Last,None,None,OCR Font Library,Append,None,,,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
211,ListEdit_OCRProperties_010,Sample OCR,None,List Edit,Setup,OCR Font Library,Read,None,None,,OCR Font Library List,Append,None,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,Output 2,CheckOutput1Detail,5,OCR Font Library List,Read,1,None,OCR Font Library List,Append,None,,,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
212,ListEdit_OCRProperties_011,Sample OCR,None,List Edit,Setup,OCR Font Library,Read,None,None,,OCR Font Library,Append,None,CheckInput1,CheckOutput1,None,None,None,None,CheckPassFail,CheckMessage,Output 2,CheckOutput1Detail,5,,,,,,,,,,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
213,ListEdit_OCRProperties_012,Sample OCR,None,List Edit,Setup,OCR Font Library,Read Last,None,None,,OCR Font Library List,Append,None,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,Output 2,CheckOutput1Detail,5,,,,,,,,,,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
214,ListEdit_OCRProperties_013,Sample OCR,None,List Edit,Setup,OCR Font Library,Read Last,None,None,,OCR Font Library List,Insert,0,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,Output 2,CheckOutput1Detail,5,OCR Font Library List,Take Last,None,None,OCR Font Library,Write,None,,,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
215,ListEdit_OCRProperties_014,Sample OCR,None,List Edit,Setup,OCR Font Library,Read,None,None,,OCR Font Library List,Append,None,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,Output 2,CheckOutput1Detail,5,OCR Font Library List,Take,1,None,OCR Font Library List,Write,2,,,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
216,ListEdit_OCRProperties_015,Sample OCR,None,List Edit,Setup,OCR Font Library,Take,None,None,,OCR Font Library,Write,None,CheckInput1,CheckOutput2,None,None,None,None,CheckPassFail,CheckMessage,Output 2,CheckOutput1Detail,5,,,,,,,,,,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
217,ListEdit_OCRProperties_016,Sample OCR,None,List Edit,Setup,OCR Font Library,Take Last,None,None,,OCR Font Library List,Write,2,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,Output 2,CheckOutput1Detail,5,,,,,,,,,,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
218,ListEdit_OCRProperties_017,Sample OCR,None,List Edit,Setup,OCR Font Library,Read Last,None,None,,OCR Font Library List,Insert,0,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,Output 2,CheckOutput1Detail,5,OCR Font Library List,Take Last,None,None,OCR Font Library,Insert,None,,,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
219,ListEdit_OCRProperties_018,Sample OCR,None,List Edit,Setup,OCR Font Library,Read,None,None,,OCR Font Library List,Append,None,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,Output 2,CheckOutput1Detail,5,OCR Font Library List,Take,1,None,OCR Font Library List,Insert,0,,,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
220,ListEdit_OCRProperties_019,Sample OCR,None,List Edit,Setup,OCR Font Library,Take,None,None,,OCR Font Library,Insert,None,CheckInput1,CheckOutput1,None,None,None,None,CheckPassFail,CheckMessage,Output 2,CheckOutput1Detail,5,,,,,,,,,,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
221,ListEdit_OCRProperties_020,Sample OCR,None,List Edit,Setup,OCR Font Library,Take Last,None,None,,OCR Font Library List,Insert,None,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,Output 2,CheckOutput1Detail,5,,,,,,,,,,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
222,ListEdit_OCRProperties_021,Sample OCR,None,List Edit,Setup,OCR Font Library,Read Last,None,None,,OCR Font Library List,Insert,0,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,Output 2,CheckOutput1Detail,5,OCR Font Library List,Take Last,None,None,OCR Font Library,Append,None,,,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
223,ListEdit_OCRProperties_022,Sample OCR,None,List Edit,Setup,OCR Font Library,Read,None,None,,OCR Font Library List,Append,None,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,Output 2,CheckOutput1Detail,5,OCR Font Library List,Take,1,None,OCR Font Library List,Append,None,,,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
224,ListEdit_OCRProperties_023,Sample OCR,None,List Edit,Setup,OCR Font Library,Take,None,None,,OCR Font Library,Append,None,CheckInput1,CheckOutput1,None,None,None,None,CheckPassFail,CheckMessage,Output 2,CheckOutput1Detail,5,,,,,,,,,,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
225,ListEdit_OCRProperties_024,Sample OCR,None,List Edit,Setup,OCR Font Library,Take Last,None,None,,OCR Font Library List,Append,None,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,Output 2,CheckOutput1Detail,5,,,,,,,,,,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
226,ListEdit_OCRProperties_025,Sample OCR,None,List Edit,Setup,OCR Font Library,Read Last,None,None,,OCR Font Library List,Insert,0,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,Output 2,CheckOutput1Detail,5,OCR Font Library List,Delete Last,None,None,OCR Font Library,Write,None,,,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
227,ListEdit_OCRProperties_026,Sample OCR,None,List Edit,Setup,OCR Font Library,Read,None,None,,OCR Font Library List,Append,None,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,Output 2,CheckOutput1Detail,5,OCR Font Library List,Delete,1,2,,,,"""True""",,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
228,ListEdit_OCRProperties_027,Sample OCR,None,List Edit,Setup,OCR Font Library,Read,None,None,,OCR Font Library List,Append,None,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,Output 2,CheckOutput1Detail,5,OCR Font Library List,Delete,1,2,,,,,,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
229,ListEdit_OCRProperties1_002,Sample OCR,None,List Edit,Setup,OCR Field Definition,Read,None,None,,OCR Field Definition List,Append,None,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,Output 2,CheckOutput1Detail,5,OCR Field Definition List,Read,1,None,OCR Field Definition List,Write,None,,,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
230,ListEdit_OCRProperties1_003,Sample OCR,None,List Edit,Setup,OCR Field Definition,Read,None,None,,OCR Field Definition List,Append,None,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,Output 2,CheckOutput1Detail,5,OCR Field Definition List,Read Last,None,None,OCR Field Definition,Write,None,,,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
231,ListEdit_OCRProperties1_004,Sample OCR,None,List Edit,Setup,OCR Field Definition,Read,None,None,,OCR Field Definition List,Write,2,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,Output 2,CheckOutput1Detail,5,,,,,,,,,,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
